Flora,Escuela,Año_rango,Año,Título
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa antigua (Rosa centifolia),Flamenca,1601 - 1800,1609,"""Florero"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1609,"""Florero"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1609,"""Florero"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1609,"""Florero"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa antigua (Rosa centifolia),Flamenca,1601 - 1800,1609,"""Florero"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1609,"""Florero"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1609,"""Florero"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1609,"""Florero"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa antigua (Rosa centifolia),Flamenca,1601 - 1800,1609,"""Florero"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1609,"""Florero"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1609,"""Florero"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1609,"""Florero"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa antigua (Rosa centifolia),Flamenca,1601 - 1800,1609,"""Florero"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1609,"""Florero"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1609,"""Florero"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1609,"""Florero"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa antigua (Rosa centifolia),Flamenca,1601 - 1800,1609,"""Florero"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1609,"""Florero"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1609,"""Florero"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1609,"""Florero"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa antigua (Rosa centifolia),Flamenca,1601 - 1800,1609,"""Florero"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1609,"""Florero"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1609,"""Florero"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1609,"""Florero"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa antigua (Rosa centifolia),Flamenca,1601 - 1800,1609,"""Florero"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1609,"""Florero"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1609,"""Florero"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1609,"""Florero"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa antigua (Rosa centifolia),Flamenca,1601 - 1800,1609,"""Florero"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1609,"""Florero"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1609,"""Florero"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1609,"""Florero"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa antigua (Rosa centifolia),Flamenca,1601 - 1800,1609,"""Florero"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1609,"""Florero"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1609,"""Florero"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1609,"""Florero"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa antigua (Rosa centifolia),Flamenca,1601 - 1800,1609,"""Florero"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1609,"""Florero"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1609,"""Florero"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1609,"""Florero"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa antigua (Rosa centifolia),Flamenca,1601 - 1800,1609,"""Florero"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1609,"""Florero"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1609,"""Florero"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1609,"""Florero"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa antigua (Rosa centifolia),Flamenca,1601 - 1800,1609,"""Florero"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1609,"""Florero"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1609,"""Florero"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1609,"""Florero"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa antigua (Rosa centifolia),Flamenca,1601 - 1800,1609,"""Florero"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1609,"""Florero"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1609,"""Florero"""
Lirio (Iris germanica),Flamenca,1601 - 1800,1609,"""Florero"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa antigua (Rosa centifolia),Flamenca,1601 - 1800,1609,"""Florero"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1609,"""Florero"""
Rosa (Rosa),Española,1601 - 1800,1786,"""Las floreras o La Primavera"""
Ciprés (Cupressus),Española,1801 - 2000,1829,"""Susana y los viejos"""
Ciprés (Cupressus),Española,1801 - 2000,1829,"""Susana y los viejos"""
Ciprés (Cupressus),Española,1801 - 2000,1829,"""Susana y los viejos"""
Ciprés (Cupressus),Española,1801 - 2000,1829,"""Susana y los viejos"""
Ciprés (Cupressus),Española,1801 - 2000,1829,"""Susana y los viejos"""
Ciprés (Cupressus),Española,1801 - 2000,1829,"""Susana y los viejos"""
Ciprés (Cupressus),Española,1801 - 2000,1829,"""Susana y los viejos"""
Ciprés (Cupressus),Española,1801 - 2000,1829,"""Susana y los viejos"""
Ciprés (Cupressus),Española,1801 - 2000,1829,"""Susana y los viejos"""
Ciprés (Cupressus),Española,1801 - 2000,1829,"""Susana y los viejos"""
Ciprés (Cupressus),Española,1801 - 2000,1829,"""Susana y los viejos"""
Ciprés (Cupressus),Española,1801 - 2000,1829,"""Susana y los viejos"""
Palmera (Phoenix dactylifera),Española,1801 - 2000,1856,"""Un bosque de palmeras (Elche)"""
Palmera (Phoenix dactylifera),Española,1801 - 2000,1856,"""Un bosque de palmeras (Elche)"""
Palmera (Phoenix dactylifera),Española,1801 - 2000,1856,"""Un bosque de palmeras (Elche)"""
Aguileña (Aquilegia vulgaris),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ajenuz / Arañuela (Nigella damascena),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Alhelí de invierno (Matthiola incana),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Caléndula / Maravilla (Calendula officinalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Capuchina (Tropaeolum majus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ciclamen (Cyclamen persicum),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Clavel (Dianthus caryophyllus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Clavellina (Dianthus deltoides),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Hierba doncella / Vincapervinca (Vinca minor),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Minutisa (Dianthus barbatus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Muguet / Lirio del valle (Convallaria majalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Peonía (Paeonia),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Prímula (Primula auricula),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Romero (Rosmarinus officinalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Rosa (Rosa),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Violeta (Viola),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Aguileña (Aquilegia vulgaris),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ajenuz / Arañuela (Nigella damascena),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Alhelí de invierno (Matthiola incana),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Caléndula / Maravilla (Calendula officinalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Capuchina (Tropaeolum majus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ciclamen (Cyclamen persicum),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Clavel (Dianthus caryophyllus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Clavellina (Dianthus deltoides),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Hierba doncella / Vincapervinca (Vinca minor),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Minutisa (Dianthus barbatus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Muguet / Lirio del valle (Convallaria majalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Peonía (Paeonia),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Prímula (Primula auricula),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Romero (Rosmarinus officinalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Rosa (Rosa),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Violeta (Viola),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Aguileña (Aquilegia vulgaris),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ajenuz / Arañuela (Nigella damascena),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Alhelí de invierno (Matthiola incana),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Caléndula / Maravilla (Calendula officinalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Capuchina (Tropaeolum majus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ciclamen (Cyclamen persicum),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Clavel (Dianthus caryophyllus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Clavellina (Dianthus deltoides),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Hierba doncella / Vincapervinca (Vinca minor),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Minutisa (Dianthus barbatus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Muguet / Lirio del valle (Convallaria majalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Peonía (Paeonia),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Prímula (Primula auricula),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Romero (Rosmarinus officinalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Rosa (Rosa),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Violeta (Viola),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Aguileña (Aquilegia vulgaris),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ajenuz / Arañuela (Nigella damascena),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Alhelí de invierno (Matthiola incana),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Caléndula / Maravilla (Calendula officinalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Capuchina (Tropaeolum majus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ciclamen (Cyclamen persicum),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Clavel (Dianthus caryophyllus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Clavellina (Dianthus deltoides),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Hierba doncella / Vincapervinca (Vinca minor),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Minutisa (Dianthus barbatus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Muguet / Lirio del valle (Convallaria majalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Peonía (Paeonia),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Prímula (Primula auricula),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Romero (Rosmarinus officinalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Rosa (Rosa),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Violeta (Viola),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Aguileña (Aquilegia vulgaris),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ajenuz / Arañuela (Nigella damascena),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Alhelí de invierno (Matthiola incana),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Caléndula / Maravilla (Calendula officinalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Capuchina (Tropaeolum majus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ciclamen (Cyclamen persicum),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Clavel (Dianthus caryophyllus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Clavellina (Dianthus deltoides),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Hierba doncella / Vincapervinca (Vinca minor),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Minutisa (Dianthus barbatus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Muguet / Lirio del valle (Convallaria majalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Peonía (Paeonia),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Prímula (Primula auricula),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Romero (Rosmarinus officinalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Rosa (Rosa),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Violeta (Viola),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Aguileña (Aquilegia vulgaris),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ajenuz / Arañuela (Nigella damascena),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Alhelí de invierno (Matthiola incana),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ancusa / Chupamieles (Anchusa azurea),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Anémona (Anemone spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Caléndula / Maravilla (Calendula officinalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Capuchina (Tropaeolum majus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Ciclamen (Cyclamen persicum),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Clavel (Dianthus caryophyllus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Clavellina (Dianthus deltoides),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Francesilla (Ranunculus asiaticus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Hierba doncella / Vincapervinca (Vinca minor),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Jacinto (Hyacinthus orientalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Junquillo (Narcissus jonquilla),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Minutisa (Dianthus barbatus),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Muguet / Lirio del valle (Convallaria majalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Narciso (Narcissus spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Pensamiento (Viola tricolor),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Peonía (Paeonia),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Prímula (Primula auricula),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Romero (Rosmarinus officinalis),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Rosa (Rosa),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
Tulipán (Tulipa spp.),Flamenca,1601 - 1800,1614,"""Guirnalda con la Virgen, el Niño y dos ángeles"""
